checklist_id,observation_date
S41619500,2018-01-04
S41887377,2018-01-13
S41678814,2018-01-06
S50439963,2018-12-05
S43707036,2018-03-16
S48549991,2018-09-16
S44616533,2018-04-11
S41853373,2018-01-12
S42922582,2018-02-18
S42152623,2018-01-22
S42367295,2018-01-30
S41716311,2018-01-07
S41765769,2018-01-09
S41744594,2018-01-08
S44530920,2018-04-13
S50446610,2018-12-05
S41848862,2018-01-12
S48209257,2018-09-01
S50150346,2018-11-23
S43476262,2018-03-08
S42311026,2018-01-28
S43568384,2018-03-11
S44123833,2018-03-31
S41843390,2018-01-12
S42293906,2018-01-27
S41840423,2018-01-11
S42364461,2018-01-30
S42179710,2018-01-23
S41998614,2018-01-16
S42222189,2018-01-25
S45086511,2018-04-29
S44609948,2018-04-15
S48221710,2018-09-01
S42452841,2018-02-03
S48437574,2018-09-11
S48485878,2018-09-13
S47909562,2018-08-17
S50830317,2018-12-11
S50596498,2018-12-11
S45516691,2018-05-09
S48943682,2018-10-05
S49967556,2018-11-16
S48632471,2018-09-20
S48149056,2018-08-29
S46011474,2018-05-25
S47863160,2018-08-15
S48598285,2018-09-18
S45310725,2018-05-05
S48003323,2018-08-22
S42154108,2018-01-22
S44154591,2018-04-01
S48022349,2018-08-23
S50553302,2018-12-09
S47983402,2018-08-21
S43164897,2018-02-25
S48454453,2018-09-12
S41908335,2018-01-14
S46104225,2018-05-28
S48021629,2018-08-23
S48039052,2018-08-24
S48105898,2018-08-27
S49416209,2018-10-24
S49442477,2018-10-25
S48547408,2018-09-16
S50389964,2018-12-03
S50580414,2018-12-10
S45751779,2018-05-16
S45190523,2018-05-02
S48607823,2018-09-19
S48187440,2018-08-31
S49367916,2018-10-22
S49135154,2018-10-12
S50622754,2018-12-12
S47968072,2018-08-20
S48307016,2018-09-05
S41771566,2018-01-09
S48428662,2018-09-10
S49912073,2018-11-13
S48463306,2018-09-12
S49442145,2018-10-25
S48032723,2018-08-23
S49435421,2018-10-24
S41910499,2018-01-14
S41943356,2018-01-15
S42134854,2018-01-21
S42365092,2018-01-30
S41746178,2018-01-08
S41958484,2018-01-16
S41493139,2018-01-01
S42043346,2018-01-18
S41653929,2018-01-05
S51077174,2018-12-30
S41985906,2018-01-17
S42077033,2018-01-19
S48210282,2018-09-01
S42870554,2018-02-17
S47637094,2018-08-04
S41868520,2018-01-13
S44752957,2018-04-20
S44376061,2018-04-08
S50150352,2018-11-23
S43881174,2018-03-23
S42364046,2018-01-30
S42493565,2018-02-04
S44558390,2018-04-14
S41901976,2018-01-14
S44123604,2018-03-31
S43605784,2018-03-12
S41927939,2018-01-15
S43475644,2018-03-08
S42123896,2018-01-21
S44962237,2018-04-26
S45686741,2018-05-14
S49929392,2018-11-14
S45410335,2018-05-07
S45822644,2018-05-19
S50638561,2018-12-09
S42615845,2018-02-09
S42192989,2018-01-20
S45305092,2018-05-05
S44464948,2018-04-11
S49870426,2018-11-11
S43606954,2018-03-12
S45084986,2018-04-29
S43005996,2018-02-19
S45086788,2018-04-29
S41932821,2018-01-15
S44967201,2018-04-26
S45136759,2018-05-01
S47474901,2018-07-26
S45750473,2018-05-16
S43794310,2018-03-19
S43132741,2018-02-24
S42392054,2018-01-31
S43320664,2018-03-02
S41561853,2018-01-02
S41592685,2018-01-03
S42428392,2018-02-01
S41620513,2018-01-04
S41656925,2018-01-05
S41722550,2018-01-07
S41778505,2018-01-09
S41800036,2018-01-10
S41827083,2018-01-11
S41847730,2018-01-12
S41941115,2018-01-15
S41968782,2018-01-16
S42053209,2018-01-18
S42068268,2018-01-19
S42822362,2018-02-15
S48277596,2018-09-03
S50992850,2018-12-27
S49242409,2018-10-15
S49180475,2018-10-13
S48874366,2018-10-01
S48551241,2018-09-16
S48486364,2018-09-12
S49026409,2018-10-07
S51206756,2018-12-31
S48515111,2018-09-14
S49427593,2018-10-24
S49486256,2018-10-25
S49337303,2018-10-21
S50916814,2018-12-24
S48551121,2018-09-15
S48874254,2018-09-30
S48486443,2018-09-13
S46527045,2018-06-13
S49335681,2018-10-21
S48447374,2018-09-08
S48874106,2018-09-29
S46439904,2018-06-10
S46124088,2018-05-29
S46571461,2018-06-15
S48698389,2018-09-23
S49388867,2018-10-21
S48992438,2018-10-04
S48698432,2018-09-23
S49568531,2018-10-27
S49838587,2018-11-05
S46112530,2018-05-28
S48515160,2018-09-15
S46358148,2018-06-06
S49126992,2018-10-11
S49180542,2018-10-14
S46037178,2018-05-26
S48992355,2018-10-02
S48874213,2018-09-30
S49652214,2018-11-03
S50122806,2018-11-22
S48992523,2018-10-05
S48447549,2018-09-09
S49967200,2018-11-15
S50578313,2018-12-10
S50578341,2018-12-10
S48677471,2018-09-22
S49194703,2018-10-14
S50992761,2018-12-27
S48447500,2018-09-09
S49335653,2018-10-20
S50112649,2018-11-21
S50190231,2018-11-23
S46527130,2018-06-12
S48447138,2018-09-04
S50916721,2018-12-18
S50111546,2018-11-16
S46549993,2018-06-14
S50972502,2018-12-26
S42900342,2018-02-17
S49155680,2018-10-13
S50916792,2018-12-21
S48447607,2018-09-10
S48447272,2018-09-08
S50189206,2018-11-23
S48804480,2018-09-28
S48698359,2018-09-22
S48654278,2018-09-21
S49638733,2018-11-01
S42949906,2018-02-18
S49638756,2018-11-02
S46037330,2018-05-26
S51042890,2018-12-28
S50960454,2018-12-24
S49652131,2018-11-03
S48654259,2018-09-21
S48873991,2018-09-29
S46380420,2018-06-07
S49194800,2018-10-14
S48804415,2018-09-26
S49180507,2018-10-13
S46090852,2018-05-28
S48486404,2018-09-13
S49242378,2018-10-15
S48992641,2018-10-06
S46412611,2018-06-08
S48447231,2018-09-08
S49126978,2018-10-09
S46365712,2018-06-07
S50916768,2018-12-21
S46527835,2018-06-13
S49388878,2018-10-22
S49568686,2018-10-30
S42883007,2018-02-17
S46190305,2018-05-31
S51206845,2018-12-01
S50972516,2018-12-26
S51015558,2018-12-27
S50916687,2018-12-17
S49967148,2018-11-13
S50362640,2018-11-27
S50111689,2018-11-20
S50124793,2018-11-22
S50122832,2018-11-22
S50111642,2018-11-19
S49838984,2018-11-09
S49838496,2018-11-04
S49652087,2018-11-03
S49838764,2018-11-06
S49594822,2018-10-31
S49486229,2018-10-27
S49335555,2018-10-19
S49568640,2018-10-29
S49194641,2018-10-14
S49414026,2018-10-23
S49335611,2018-10-17
S49070768,2018-10-08
S48992724,2018-10-06
S48677420,2018-09-22
S48515030,2018-09-14
S48551172,2018-09-16
S48486599,2018-09-13
S48447345,2018-09-08
S48551319,2018-09-16
S48447659,2018-09-11
S48704906,2018-09-23
S48804374,2018-09-25
S46571428,2018-06-15
S46259570,2018-06-03
S46152194,2018-05-30
S46178829,2018-05-31
S46380387,2018-06-07
S46456279,2018-06-10
S46168245,2018-05-30
S46594692,2018-06-16
S46423615,2018-06-09
S46080301,2018-05-27
S46061084,2018-05-27
S42874357,2018-02-17
S42933626,2018-02-18
S42923575,2018-02-18
S46594640,2018-06-16
S48636702,2018-09-19
S48447443,2018-09-09
S48636749,2018-09-20
S48874404,2018-10-01
S48447177,2018-09-06
S49155476,2018-10-12
S48804514,2018-09-28
S50590859,2018-12-11
S49568564,2018-10-28
S48874165,2018-09-30
S50961647,2018-12-26
S49070758,2018-10-08
S50362703,2018-11-26
S50189258,2018-11-23
S48804447,2018-09-28
S50973418,2018-12-26
S49027367,2018-10-07
S49568590,2018-10-28
S50111741,2018-11-21
S46046999,2018-05-26
S50578675,2018-12-10
S46127163,2018-05-29
S46209875,2018-06-01
S49026573,2018-10-07
S48992577,2018-10-05
S48636662,2018-09-17
S50960431,2018-12-24
S46412660,2018-06-09
S48874039,2018-09-29
S49967237,2018-11-16
S48515826,2018-09-15
S46228266,2018-06-02
S50578281,2018-12-10
S51015597,2018-12-28
S46205580,2018-06-01
S42135848,2018-01-20
S42184700,2018-01-23
S42420048,2018-02-01
S42208538,2018-01-24
S42231087,2018-01-25
S42246441,2018-01-26
S42942693,2018-02-18
S42293762,2018-01-27
S42955070,2018-02-18
S42347597,2018-01-29
S42366508,2018-01-30
S43146354,2018-02-24
S42407122,2018-02-01
S43171118,2018-02-25
S44149816,2018-04-01
S45696161,2018-05-15
S45621577,2018-05-13
S45888645,2018-05-21
S46062613,2018-05-27
S43183158,2018-02-25
S42491802,2018-02-04
S43246792,2018-02-27
S42821768,2018-02-15
S42522039,2018-02-05
S42851568,2018-02-16
S42726819,2018-02-13
S44909522,2018-04-24
S42546509,2018-02-06
S44068247,2018-03-29
S42999377,2018-02-19
S42569856,2018-02-07
S42622440,2018-02-09
S43390726,2018-03-04
S43404426,2018-03-04
S50283571,2018-11-28
S49600901,2018-11-01
S45492945,2018-05-09
S43592219,2018-03-12
S45076718,2018-04-29
S50321725,2018-11-30
S44687867,2018-04-18
S43458085,2018-03-07
S49566321,2018-10-30
S45043449,2018-04-28
S49743001,2018-11-07
S44910782,2018-04-24
S42921423,2018-02-18
S45431851,2018-05-07
S45190970,2018-05-02
S43863308,2018-03-22
S42881832,2018-02-16
S42749878,2018-02-14
S43835617,2018-03-21
S50720623,2018-12-16
S43450264,2018-03-07
S43559896,2018-03-11
S46745248,2018-06-23
S44241685,2018-04-04
S44897577,2018-04-24
S43622329,2018-03-13
S49699572,2018-11-05
S44409813,2018-04-09
S42852357,2018-02-16
S43837953,2018-03-21
S47915254,2018-08-18
S44660350,2018-04-17
S50642337,2018-12-12
S43558573,2018-03-08
S44266912,2018-04-05
S42842138,2018-02-16
S43135209,2018-02-24
S44471465,2018-04-11
S50544605,2018-12-09
S44338506,2018-04-07
S49388574,2018-10-22
S43497652,2018-03-09
S42841420,2018-02-16
S42755337,2018-02-14
S42843276,2018-02-16
S42854980,2018-02-16
S47827505,2018-08-12
S47764869,2018-08-10
S46961205,2018-06-30
S47626025,2018-08-03
S46961453,2018-07-01
S46961785,2018-07-03
S46961545,2018-07-01
S46961088,2018-06-29
S47110444,2018-07-09
S47147821,2018-07-10
S47943060,2018-08-19
S46961410,2018-06-30
S47827369,2018-08-11
S46842289,2018-06-26
S47568680,2018-07-31
S47707702,2018-08-06
S47023478,2018-07-05
S47308297,2018-07-18
S47308567,2018-07-20
S47228695,2018-07-15
S47022946,2018-07-04
S47625822,2018-08-02
S47540875,2018-07-27
S47406655,2018-07-21
S47147864,2018-07-11
S47406780,2018-07-22
S47625889,2018-08-02
S47942369,2018-08-15
S47942439,2018-08-15
S47827566,2018-08-13
S47743460,2018-08-09
S47764988,2018-08-10
S47743411,2018-08-09
S48106937,2018-08-23
S48106994,2018-08-23
S48269657,2018-09-01
S48269813,2018-09-01
S48107200,2018-08-26
S47625718,2018-07-31
S47942972,2018-08-18
S47625958,2018-08-02
S47109337,2018-07-06
S48106822,2018-08-21
S47742916,2018-08-07
S47406734,2018-07-21
S47764920,2018-08-10
S46961000,2018-06-29
S46760823,2018-06-22
S47110398,2018-07-09
S47110348,2018-07-08
S47827410,2018-08-12
S47110508,2018-07-09
S48269717,2018-09-01
S46961626,2018-07-02
S47707771,2018-08-07
S47568394,2018-07-29
S47023939,2018-07-06
S47568272,2018-07-28
S47406930,2018-07-22
S47707349,2018-08-04
S47308276,2018-07-17
S47023382,2018-07-05
S46961703,2018-07-02
S47023178,2018-07-04
S47707749,2018-08-06
S47459505,2018-07-24
S46760669,2018-06-20
S47406570,2018-07-20
S47707273,2018-08-03
S47228629,2018-07-15
S47022797,2018-07-03
S47459439,2018-07-24
S46760601,2018-06-19
S48107395,2018-08-26
S46760887,2018-06-23
S47625770,2018-08-01
S47109435,2018-07-07
S47249078,2018-07-16
S47459608,2018-07-26
S48106792,2018-08-20
S43752308,2018-03-18
S47249187,2018-07-17
S46842370,2018-06-27
S47707433,2018-08-05
S48269423,2018-08-28
S48270078,2018-09-02
S46842230,2018-06-26
S47540948,2018-07-27
S47568229,2018-07-28
S48269549,2018-08-31
S47743311,2018-08-08
S47406852,2018-07-22
S47942681,2018-08-18
S47228518,2018-07-14
S47827325,2018-08-11
S47147932,2018-07-12
S47164874,2018-07-13
S48106880,2018-08-22
S47540842,2018-07-26
S47707579,2018-08-05
S47568596,2018-07-30
S46760518,2018-06-18
S47406979,2018-07-23
S48107447,2018-08-26
S47228587,2018-07-15
S48107478,2018-08-27
S47743155,2018-08-07
S47308415,2018-07-19
S47568336,2018-07-29
S46760724,2018-06-21
S47568462,2018-07-30
S46760959,2018-06-24
S46961600,2018-07-01
S47228396,2018-07-14
S47109560,2018-07-07
S47459563,2018-07-25
S47707503,2018-08-05
S48107091,2018-08-24
S46960945,2018-06-28
S47110259,2018-07-08
S48269862,2018-09-02
S47942513,2018-08-16
S42872732,2018-02-17
S47942596,2018-08-17
S47249123,2018-07-16
S47568635,2018-07-31
S48269960,2018-09-02
S46842133,2018-06-24
S47942253,2018-08-14
S47308353,2018-07-19
S48269174,2018-08-27
S47568542,2018-07-30
S47459332,2018-07-23
S48269460,2018-08-30
S47164848,2018-07-12
S47661602,2018-08-05
S48071976,2018-08-25
S42930715,2018-02-18
S43119383,2018-02-23
S43155421,2018-02-24
S44161445,2018-04-01
S44161675,2018-04-01
S44161762,2018-04-01
S44161892,2018-04-01
S44161991,2018-04-01
S45002916,2018-04-27
S43297699,2018-03-01
S44230683,2018-04-03
S43881111,2018-03-23
S43363913,2018-03-03
S43383363,2018-03-04
S43385743,2018-03-04
S43409377,2018-03-05
S43435233,2018-03-06
S48712994,2018-09-24
S50351332,2018-09-29
S44149892,2018-04-01
S48507314,2018-09-14
S47209095,2018-07-14
S49000710,2018-10-06
S48811904,2018-09-29
S48803427,2018-09-28
S49003333,2018-09-30
S45629886,2018-05-13
S46278111,2018-06-02
S48819905,2018-09-29
S44589998,2018-04-15
S50350823,2018-10-07
S49319348,2018-10-20
S44329717,2018-04-07
S48978642,2018-10-06
S49303071,2018-10-19
S49640469,2018-11-03
S45579237,2018-05-12
S48118602,2018-08-27
S48474933,2018-09-13
S49002552,2018-10-01
S45265763,2018-05-04
S49410379,2018-10-21
S43909931,2018-03-24
S45370635,2018-05-06
S45966552,2018-05-19
S48600367,2018-09-18
S49692941,2018-11-04
S50351674,2018-09-23
S43732326,2018-03-17
S48579994,2018-09-17
S48672573,2018-09-22
S47187340,2018-07-14
S49001169,2018-10-06
S45514435,2018-05-10
S48361568,2018-09-07
S48658478,2018-09-21
S48668571,2018-09-22
S41908539,2018-01-14
S47931343,2018-08-18
S48891120,2018-10-02
S49000312,2018-10-06
S47370925,2018-07-23
S49006005,2018-10-07
S47136375,2018-07-11
S48460444,2018-09-12
S49140949,2018-10-12
S43505654,2018-03-09
S43566005,2018-03-11
S44132759,2018-03-31
S43872988,2018-03-22
S43620884,2018-03-13
S43647238,2018-03-14
S44193062,2018-03-31
S43749083,2018-03-16
S43783736,2018-03-18
S43790141,2018-03-19
S43815013,2018-03-20
S47206151,2018-07-15
S46239205,2018-06-02
S44329212,2018-04-07
S44070184,2018-03-29
S45501468,2018-05-09
S44155827,2018-04-01
S44019218,2018-03-27
S45632951,2018-05-13
S45028053,2018-04-28
S48589456,2018-09-18
S45208959,2018-05-03
S50117356,2018-07-25
S43913840,2018-03-24
S46239876,2018-06-02
S49782540,2018-11-09
S44522568,2018-04-13
S48374561,2018-09-08
S43880215,2018-03-23
S44756720,2018-04-20
S44941877,2018-04-25
S44757235,2018-04-20
S44406766,2018-04-09
S44043022,2018-03-28
S44097751,2018-03-30
S44602676,2018-04-15
S45337766,2018-05-05
S48750296,2018-09-25
S47572317,2018-07-30
S48689964,2018-09-23
S49398165,2018-10-23
S48971263,2018-10-06
S49042066,2018-10-08
S49341832,2018-10-21
S44492844,2018-04-12
S43079995,2018-02-21
S47314419,2018-07-20
S48797121,2018-09-28
S49230008,2018-10-16
S47184909,2018-07-14
S49002514,2018-10-06
S48609006,2018-09-19
S46527726,2018-06-13
S49078976,2018-10-09
S47898402,2018-08-17
S47899036,2018-08-17
S47898064,2018-08-17
S49340020,2018-10-21
S45761028,2018-05-17
S48633754,2018-09-20
S48571114,2018-09-17
S47216601,2018-07-15
S46470993,2018-06-08
S49728676,2018-11-06
S45589886,2018-05-12
S48343405,2018-09-07
S45370083,2018-05-06
S48208448,2018-09-01
S49582710,2018-10-31
S49677660,2018-11-04
S48980247,2018-10-06
S49038838,2018-10-08
S49227936,2018-10-16
S49389909,2018-10-23
S46417714,2018-06-09
S49537043,2018-10-29
S49733844,2018-11-07
S48472774,2018-09-13
S49249363,2018-10-17
S49452276,2018-10-25
S49267402,2018-10-18
S49616666,2018-11-02
S50275414,2018-11-28
S48507031,2018-09-14
S49208771,2018-10-15
S49965731,2018-11-16
S49713297,2018-11-06
S50654923,2018-12-14
S44403841,2018-04-09
S44224786,2018-04-03
S44250344,2018-04-04
S44480719,2018-04-11
S44297907,2018-04-06
S49928098,2018-11-14
S43588390,2018-03-11
S47116758,2018-07-10
S44442835,2018-04-10
S44150992,2018-04-01
S42241772,2018-01-25
S42421972,2018-02-01
S48013578,2018-08-22
S92976434,2018-09-30
S48210834,2018-09-01
S47917944,2018-08-18
S48504428,2018-09-14
S47527062,2018-07-29
S44476971,2018-04-11
S47851329,2018-08-14
S48386264,2018-09-09
S48689491,2018-09-22
S48827815,2018-09-29
S49969400,2018-11-16
S49181195,2018-10-14
S47927052,2018-08-18
S48836739,2018-09-30
S48465739,2018-09-12
S48362702,2018-09-08
S43915738,2018-03-24
S48803555,2018-09-28
S42947093,2018-02-18
S46668145,2018-06-19
S44971416,2018-04-26
S48261196,2018-09-03
S45266772,2018-05-04
S48765533,2018-09-26
S45346721,2018-05-05
S48620452,2018-09-19
S49052816,2018-10-08
S48670483,2018-09-22
S45619999,2018-05-13
S48649433,2018-09-21
S43838340,2018-03-21
S45566939,2018-05-11
S47939547,2018-08-19
S47810729,2018-08-12
S47869519,2018-08-15
S49145235,2018-10-12
S48160522,2018-08-29
S45718270,2018-05-15
S44114089,2018-03-31
S48944896,2018-10-05
S46260790,2018-06-03
S47685503,2018-08-06
S45137134,2018-05-01
S49156833,2018-10-13
S45558677,2018-05-11
S46029726,2018-05-26
S49667837,2018-11-04
S47800762,2018-08-12
S45410577,2018-05-07
S45578185,2018-05-12
S48837546,2018-09-30
S44762533,2018-04-20
S44166623,2018-04-01
S42087757,2018-01-20
S45484831,2018-05-09
S42209793,2018-01-24
S45956640,2018-05-23
S45248151,2018-05-04
S45173138,2018-05-02
S49688385,2018-04-20
S42241794,2018-01-25
S46239162,2018-06-02
S45981692,2018-05-24
S45140378,2018-04-30
S45484853,2018-05-07
S42852942,2018-02-16
S44993209,2018-04-27
S44469723,2018-04-11
S45322293,2018-05-05
S50153703,2018-11-23
S50124028,2018-11-22
S44494378,2018-04-12
S45346701,2018-05-05
S44523912,2018-04-13
S44533464,2018-04-13
S44558213,2018-04-14
S45105026,2018-04-30
S44593056,2018-04-15
S44603907,2018-04-15
S45183640,2018-04-28
S45213387,2018-05-03
S49257930,2018-10-17
S44691765,2018-04-18
S44691746,2018-04-18
S45246635,2018-05-04
S45581681,2018-05-12
S45571191,2018-05-11
S44751083,2018-04-20
S44752989,2018-04-20
S44941859,2018-04-25
S44757456,2018-04-20
S44779321,2018-04-21
S45629195,2018-05-13
S45629563,2018-05-13
S45357807,2018-05-06
S45111916,2018-04-30
S45725590,2018-05-16
S45446565,2018-05-05
S44940204,2018-04-25
S44945720,2018-04-25
S45855951,2018-05-20
S45031204,2018-04-28
S45586367,2018-05-08
S45106598,2018-04-30
S45345642,2018-05-06
S45120045,2018-04-29
S45360976,2018-05-06
S45950318,2018-05-23
S45141327,2018-05-01
S45965293,2018-05-23
S47661609,2018-08-05
S47554960,2018-07-30
S47571543,2018-07-31
S47448565,2018-07-24
S47448552,2018-07-25
S45966635,2018-05-19
S45213134,2018-05-03
S45214963,2018-05-03
S45242696,2018-05-04
S45475287,2018-05-08
S45249283,2018-05-04
S47521412,2018-07-29
S46070055,2018-05-27
S46278586,2018-05-30
S45804138,2018-05-18
S46096017,2018-05-28
S47066207,2018-07-08
S45579628,2018-05-12
S47299685,2018-07-19
S46696667,2018-06-21
S46123644,2018-05-29
S46560420,2018-06-15
S46606914,2018-06-17
S45886504,2018-05-20
S45623075,2018-05-13
S45887303,2018-05-21
S46020652,2018-05-25
S45289899,2018-05-05
S46469545,2018-06-11
S45949132,2018-05-23
S46067094,2018-05-27
S45557868,2018-05-11
S45657242,2018-05-14
S46167135,2018-05-30
S45314398,2018-04-15
S45314932,2018-04-15
S45315162,2018-04-29
S45863352,2018-05-20
S45876368,2018-05-17
S45346728,2018-05-05
S46239792,2018-06-02
S46243734,2018-06-02
S45461676,2018-05-08
S45743405,2018-05-16
S45751745,2018-05-16
S45751732,2018-05-16
S45751798,2018-05-16
S45751845,2018-05-16
S46020976,2018-05-25
S45759436,2018-05-17
S45760064,2018-05-17
S46446431,2018-06-10
S46278345,2018-06-03
S45592352,2018-05-12
S45570284,2018-05-11
S46632857,2018-06-18
S46347867,2018-06-06
S46347631,2018-06-03
S46632672,2018-06-17
S46099287,2018-05-28
S45627090,2018-05-12
S45775306,2018-05-17
S45733748,2018-05-16
S46091199,2018-05-27
S46221600,2018-05-29
S45918331,2018-05-21
S46221824,2018-05-30
S46041779,2018-05-15
S46044894,2018-05-26
S46042707,2018-05-18
S45916508,2018-05-21
S46048521,2018-05-26
S45840524,2018-05-19
S45917948,2018-05-21
S46190963,2018-05-31
S45702165,2018-05-15
S46446659,2018-06-10
S46234154,2018-06-02
S46241550,2018-06-02
S46240466,2018-06-02
S46257874,2018-06-03
S45769308,2018-05-17
S45769697,2018-05-13
S46265542,2018-06-03
S46266887,2018-06-03
S46099619,2018-05-28
S45866709,2018-05-20
S46360158,2018-06-04
S45936454,2018-05-22
S45493287,2018-05-09
S49368081,2018-10-22
S48138777,2018-08-28
S47954529,2018-08-19
S49616174,2018-11-02
S47932008,2018-08-18
S50489458,2018-12-07
S49228595,2018-10-16
S48994462,2018-10-06
S48912172,2018-10-03
S49617013,2018-11-02
S47112886,2018-07-10
S49595821,2018-11-01
S47010145,2018-07-05
S47362062,2018-07-22
S49061083,2018-10-08
S47136695,2018-07-11
S47157650,2018-07-12
S50327836,2018-11-30
S49576926,2018-10-31
S47147081,2018-07-12
S47551131,2018-07-30
S46671543,2018-06-12
S48801051,2018-09-28
S47905988,2018-08-17
S48679849,2018-09-22
S48019564,2018-08-23
S47975335,2018-08-20
S50466839,2018-12-06
S49093682,2018-10-10
S47128530,2018-07-11
S47530984,2018-07-29
S46671590,2018-04-08
S49436267,2018-10-25
S48994806,2018-10-06
S46714955,2018-06-22
S46667264,2018-06-19
S47153373,2018-07-12
S48125037,2018-08-28
S49557160,2018-10-30
S48010540,2018-08-22
S46733797,2018-06-23
S47029498,2018-07-06
S46671425,2018-05-10
S46441550,2018-06-10
S46735538,2018-06-23
S46522234,2018-06-10
S46076940,2018-05-27
S46561317,2018-06-15
S50985295,2018-06-11
S46564532,2018-06-15
S46099395,2018-05-28
S46786381,2018-06-25
S46786395,2018-06-25
S46155503,2018-05-30
S46631344,2018-06-18
S46205229,2018-05-31
S46660741,2018-06-19
S46893648,2018-06-30
S46894134,2018-06-30
S46896520,2018-06-30
S46896539,2018-06-30
S46896548,2018-06-30
S46896558,2018-06-30
S46896836,2018-06-30
S46266434,2018-06-03
S46414416,2018-06-09
S46498744,2018-06-12
S46499329,2018-06-12
S46922453,2018-07-01
S46501781,2018-06-12
S46924122,2018-07-01
S46278367,2018-06-03
S46518112,2018-06-13
S47993374,2018-08-21
S48834963,2018-09-30
S47272183,2018-07-17
S48116877,2018-08-27
S48276019,2018-09-03
S48210587,2018-09-01
S48597906,2018-09-18
S46994424,2018-07-04
S48050054,2018-08-24
S47271733,2018-07-18
S46371075,2018-06-07
S47039851,2018-07-07
S47040021,2018-07-07
S47040874,2018-07-07
S47041225,2018-07-07
S47041739,2018-07-07
S46680712,2018-06-20
S46405087,2018-06-08
S47538273,2018-07-29
S47214468,2018-07-15
S47064817,2018-07-08
S47351254,2018-07-22
S46924103,2018-07-01
S47203383,2018-07-14
S58292078,2018-07-27
S47307692,2018-07-20
S47278596,2018-07-18
S47466820,2018-07-26
S48566606,2018-09-17
S47685001,2018-08-06
S47857858,2018-08-15
S47280919,2018-07-18
S47419404,2018-07-24
S48323931,2018-09-06
S48606500,2018-09-19
S47820193,2018-08-13
S48210178,2018-09-01
S47580153,2018-08-01
S49537219,2018-10-29
S48438788,2018-09-11
S49093908,2018-10-10
S47704589,2018-08-07
S48050028,2018-08-24
S47758149,2018-08-10
S49596240,2018-11-01
S48649381,2018-09-21
S47438618,2018-07-25
S48125416,2018-08-28
S47902609,2018-08-17
S47721931,2018-08-08
S47347511,2018-07-22
S47521323,2018-07-29
S47364847,2018-07-22
S47631737,2018-08-03
S47501107,2018-07-28
S47644781,2018-08-04
S49557775,2018-10-30
S47804177,2018-08-12
S47810319,2018-08-12
S48113112,2018-08-27
S48045719,2018-08-24
S47899711,2018-08-17
S47828110,2018-08-13
S48421576,2018-09-10
S48071006,2018-08-25
S49821472,2018-11-10
S48298387,2018-09-04
S48194289,2018-08-31
S48288835,2018-09-04
S48591005,2018-09-18
S47841693,2018-08-14
S48109307,2018-08-27
S48138057,2018-08-28
S48023399,2018-08-23
S48125606,2018-08-28
S47051009,2018-07-07
S50090246,2018-11-20
S47485484,2018-07-26
S48092000,2018-08-26
S48094281,2018-08-26
S48784421,2018-09-27
S48094967,2018-08-26
S48515819,2018-09-15
S48136978,2018-08-28
S48928938,2018-10-04
S48626944,2018-09-20
S47403443,2018-07-23
S45369958,2018-05-06
S47521589,2018-07-29
S49410313,2018-10-21
S47522905,2018-07-29
S46295456,2018-05-21
S45174687,2018-05-01
S44987828,2018-04-27
S42182400,2018-01-21
S42758376,2018-02-14
S46594316,2018-06-16
S46069997,2018-05-27
S47178870,2018-07-13
S48363134,2018-09-08
S47508482,2018-07-28
S47541468,2018-07-29
S48456798,2018-09-12
S49771277,2018-11-09
S50338233,2018-12-01
S47861346,2018-08-15
S49691585,2018-11-05
S48495527,2018-09-14
S48828045,2018-09-29
S50351957,2018-09-23
S47908624,2018-08-17
S47636842,2018-08-04
S48208791,2018-09-01
S47637931,2018-08-04
S48646014,2018-09-21
S45110889,2018-04-30
S44059662,2018-03-29
S44149224,2018-04-01
S48654121,2018-09-21
S48176676,2018-08-30
S48907687,2018-10-03
S49587555,2018-10-31
S48056603,2018-08-25
S48762766,2018-09-26
S50427918,2018-12-04
S50262453,2018-11-27
S48270687,2018-09-03
S44992275,2018-04-27
S45331071,2018-05-04
S49291350,2018-10-19
S48200093,2018-08-31
S48389762,2018-09-09
S48503301,2018-09-14
S48695657,2018-09-23
S48795368,2018-09-28
S48425437,2018-09-10
S48720187,2018-09-24
S48307153,2018-09-05
S48744765,2018-09-25
S49302193,2018-10-19
S49302296,2018-10-19
S49302591,2018-10-19
S49302716,2018-10-19
S48301725,2018-09-04
S48348236,2018-09-07
S44962036,2018-04-26
S46694931,2018-06-20
S48398716,2018-09-09
S48505174,2018-09-09
S48505137,2018-09-09
S48505159,2018-09-09
S49066183,2018-10-08
S49667927,2018-11-02
S48577854,2018-09-17
S48887322,2018-10-02
S49638398,2018-11-03
S49392372,2018-10-23
S49338500,2018-10-21
S48976245,2018-10-06
S48649428,2018-09-21
S48689003,2018-09-23
S48706087,2018-09-23
S48706021,2018-09-23
S49524540,2018-10-28
S49584750,2018-10-31
S48893690,2018-10-02
S45363483,2018-05-06
S42068213,2018-01-18
S42597433,2018-02-08
S49369862,2018-10-22
S49310881,2018-10-20
S49229806,2018-10-16
S50017254,2018-11-16
S49281837,2018-10-18
S49303282,2018-10-19
S50580920,2018-12-10
S49989536,2018-11-17
S49623760,2018-11-02
S50015984,2018-11-18
S50145774,2018-11-23
S50684723,2018-12-15
S50048236,2018-11-19
